Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
FB,Michael Robinson+,NFC,SEA,28,5,14,4,0,0,0,0,0,4,7,0,9,74,1,6,0,0,
WR,Calvin Johnson,NFC,DET,26,4,16,16,0,0,0,0,0,1,11,0,96,1681,16,0,0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
WR,Wes Welker,AFC,NWE,30,7,16,15,0,0,0,0,0,4,30,0,122,1569,9,1,0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
WR,Larry Fitzgerald,NFC,ARI,28,7,16,16,0,0,0,0,0,0,0,0,80,1411,8,4,0,0,"AP: 2nd Tm, PFF: 1st Tm"
WR,Steve Smith,NFC,CAR,32,10,16,16,0,0,0,0,0,6,56,0,79,1394,7,5,0,0,PFF: 2nd Tm
WR,Roddy White+,NFC,ATL,30,6,16,16,0,0,0,0,0,0,0,0,100,1296,8,2,0,0,
WR,A.J. Green,AFC,CIN,23,Rook,15,15,0,0,0,0,0,5,53,0,65,1057,7,2,0,0,
WR,Greg Jennings,NFC,GNB,28,5,13,13,0,0,0,0,0,0,0,0,67,949,9,1,0,0,
WR,Brandon Marshall,AFC,MIA,27,5,16,16,0,0,0,0,0,1,13,0,81,1214,6,1,0,0,
WR,Mike Wallace,AFC,PIT,25,2,16,14,0,0,0,0,0,5,57,0,72,1193,8,2,0,0,
WR,Vincent Jackson+,AFC,SDG,28,6,16,16,0,0,0,0,0,3,51,0,60,1106,9,4,0,0,
TE,Rob Gronkowski,AFC,NWE,22,1,16,16,0,0,0,0,0,1,2,1,90,1327,17,1,0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
TE,Jimmy Graham,NFC,NOR,25,1,16,11,0,0,0,0,0,0,0,0,99,1310,11,0,0,0,"AP: 2nd Tm, PFF: 2nd Tm"
TE,Tony Gonzalez,NFC,ATL,35,14,16,16,0,0,0,0,0,0,0,0,80,875,7,4,0,0,
TE,Jermaine Gresham+,AFC,CIN,23,1,14,13,0,0,0,0,0,0,0,0,56,596,6,1,0,0,
TE,Antonio Gates,AFC,SDG,31,8,13,13,0,0,0,0,0,0,0,0,64,778,7,3,0,0,
T,Jason Peters,NFC,PHI,29,7,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
T,Joe Thomas,AFC,CLE,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 1st Tm, FW: 1st Tm"
T,Joe Staley,NFC,SFO,27,4,16,16,0,0,0,0,0,0,0,0,1,17,0,1,0,0,AP: 2nd Tm
T,Ryan Clady+,AFC,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
T,Jake Long,AFC,MIA,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
T,Jermon Bushrod,NFC,NOR,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
T,D'Brickashaw Ferguson,AFC,NYJ,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
G,Carl Nicks,NFC,NOR,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AP: 1st Tm, FW: 1st Tm, SN: 1st Tm, PFF: 2nd Tm"
G,Jahri Evans,NFC,NOR,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
G,Marshal Yanda,AFC,BAL,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 2nd Tm, PFF: 1st Tm"
G,Logan Mankins,AFC,NWE,29,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AP: 2nd Tm
G,Brian Waters,AFC,NWE,34,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,Brandon Moore+,AFC,NYJ,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
G,Ben Grubbs+,AFC,BAL,27,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G,Davin Joseph,NFC,TAM,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
C,Maurkice Pouncey,AFC,PIT,22,1,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 1st Tm, FW: 1st Tm"
C,Nick Mangold,AFC,NYJ,27,5,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 2nd Tm, PFF: 2nd Tm, SN: 1st Tm"
C,Chris Myers+,AFC,HOU,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PFF: 1st Tm
C,Ryan Kalil,NFC,CAR,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,AP: 2nd Tm
C,Scott Wells,NFC,GNB,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DE,Jared Allen,NFC,MIN,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,48,22,1,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
DE,Jason Pierre-Paul,NFC,NYG,22,1,16,12,0,0,0,0,0,0,0,0,0,0,0,72,16.5,0,"AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm"
DE,Jason Babin,NFC,PHI,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,35,18,0,"SN: 1st Tm, AP: 2nd Tm"
DE,Julius Peppers+,NFC,CHI,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,33,11,0,
DE,Dwight Freeney,AFC,IND,31,9,16,15,0,0,0,0,0,0,0,0,0,0,0,13,8.5,0,
DE,Elvis Dumervil,AFC,DEN,27,5,14,14,0,0,0,0,0,0,0,0,0,0,0,31,9.5,0,
DE,Antonio Smith+,AFC,HOU,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,19,6.5,0,
DE,Andre Carter,AFC,NWE,32,10,14,14,0,0,0,0,0,0,0,0,0,0,0,31,10,0,
DT,Haloti Ngata,AFC,BAL,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,36,5,0,"AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
DT,Justin Smith,NFC,SFO,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,45,7.5,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
DT,Geno Atkins+,AFC,CIN,23,1,16,15,0,0,0,0,0,0,0,0,0,0,0,29,7.5,0,"AP: 2nd Tm, PFF: 1st Tm"
DT,Richard Seymour,AFC,OAK,32,10,16,15,0,0,0,0,0,0,0,0,0,0,0,23,6,0,"AP: 2nd Tm, PFF: 2nd Tm"
DT,Jay Ratliff,NFC,DAL,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,29,2,0,PFF: 2nd Tm
DT,Vince Wilfork,AFC,NWE,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,29,3.5,2,AP: 2nd Tm
DT,B.J. Raji,NFC,GNB,25,2,16,16,0,0,0,0,0,1,1,1,0,0,0,14,3,0,
DT,Paul Soliai+,AFC,MIA,28,4,16,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,
OLB,DeMarcus Ware,NFC,DAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,47,19.5,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
OLB,Terrell Suggs,AFC,BAL,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,50,14,2,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
OLB,Von Miller,AFC,DEN,22,Rook,15,15,0,0,0,0,0,0,0,0,0,0,0,50,11.5,0,"AP: 2nd Tm, PFF: 1st Tm"
OLB,Tamba Hali,AFC,KAN,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,48,12,0,"AP: 2nd Tm, PFF: 2nd Tm"
OLB,Clay Matthews,NFC,GNB,25,2,15,15,0,0,0,0,0,0,0,0,0,0,0,41,6,3,PFF: 2nd Tm
OLB,Lance Briggs,NFC,CHI,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,86,0,1,
OLB,Chad Greenway+,NFC,MIN,28,4,16,16,0,0,0,0,0,0,0,0,0,0,0,89,2,0,
OLB,James Harrison+,AFC,PIT,33,9,11,11,0,0,0,0,0,0,0,0,0,0,0,48,9,0,
ILB,Patrick Willis,NFC,SFO,26,4,13,13,0,0,0,0,0,0,0,0,0,0,0,74,2,1,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
ILB,Derrick Johnson,AFC,KAN,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,104,2,2,"AP: 1st Tm, PFF: 2nd Tm"
ILB,Ray Lewis,AFC,BAL,36,15,12,12,0,0,0,0,0,0,0,0,0,0,0,72,2,1,PFF: 1st Tm
ILB,London Fletcher+,NFC,WAS,36,13,16,16,0,0,0,0,0,0,0,0,0,0,0,96,1.5,2,AP: 2nd Tm
ILB,Brian Urlacher,NFC,CHI,33,11,16,16,0,0,0,0,0,0,0,0,0,0,0,84,0,3,
CB,Darrelle Revis,AFC,NYJ,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,41,0,4,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
CB,Johnathan Joseph,AFC,HOU,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,40,0,4,"FW: 1st Tm, PFF: 1st Tm, AP: 2nd Tm"
CB,Charles Woodson,NFC,GNB,35,13,15,15,0,0,0,0,0,0,0,0,0,0,0,62,2,7,"AP: 1st Tm, SN: 1st Tm"
CB,Carlos Rogers,NFC,SFO,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0,6,"AP: 2nd Tm, PFF: 2nd Tm"
CB,Charles Tillman,NFC,CHI,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,82,1,3,
CB,Champ Bailey,AFC,DEN,33,12,13,13,0,0,0,0,0,0,0,0,0,0,0,35,0,2,
CB,Brandon Browner+,NFC,SEA,27,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,51,0,6,
SS,Troy Polamalu,AFC,PIT,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,64,1,2,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
SS,Adrian Wilson,NFC,ARI,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,48,0,1,PFF: 2nd Tm
SS,Brian Dawkins+,AFC,DEN,38,15,14,12,0,0,0,0,0,0,0,0,0,0,0,38,3,0,
FS,Eric Weddle,AFC,SDG,26,4,16,16,0,0,0,0,0,1,10,0,0,0,0,70,0,7,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
FS,Ed Reed,AFC,BAL,33,9,16,16,0,0,0,0,0,0,0,0,0,0,0,44,1,3,AP: 2nd Tm
FS,Earl Thomas,NFC,SEA,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,69,0,2,AP: 2nd Tm
FS,Ryan Clark+,AFC,PIT,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,71,1,1,
FS,Kam Chancellor+,NFC,SEA,23,1,15,15,0,0,0,0,0,0,0,0,0,0,0,73,1,4,
FS,Dashon Goldson,NFC,SFO,27,4,14,14,0,0,0,0,0,0,0,0,0,0,0,55,0,6,
LS,Jon Condo,AFC,OAK,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LS,Brian Jennings,NFC,SFO,35,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
K,David Akers,NFC,SFO,37,13,16,0,1,1,14,1,0,0,0,0,0,0,0,2,0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
K,Sebastian Janikowski,AFC,OAK,33,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SN: 1st Tm, AP: 2nd Tm, PFF: 2nd Tm"
P,Andy Lee,NFC,SFO,29,7,16,0,0,0,0,0,0,1,-18,0,0,0,0,0,0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
P,Shane Lechler,AFC,OAK,35,11,16,0,1,3,35,1,0,0,0,0,0,0,0,1,0,0,"AP: 2nd Tm, PFF: 2nd Tm"
KR,Patrick Peterson,NFC,ARI,21,Rook,16,16,0,0,0,0,0,1,0,0,1,-1,0,59,1,2,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
KR,Antonio Brown,AFC,PIT,23,1,16,3,0,0,0,0,0,7,41,0,69,1108,2,3,0,0,
ST,Matthew Slater,AFC,NWE,26,3,16,3,0,0,0,0,0,0,0,0,1,46,0,8,0,0,FW: 1st Tm
ST,Corey Graham,NFC,CHI,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,PFF: 2nd Tm
ST,Montell Owens+,AFC,JAX,27,5,13,0,0,0,0,0,0,10,39,0,2,2,0,7,0,0,
